dataset,criteria,metric,model,error,detection,repair,test_repaired,fairness_impact,accuracy_impact
heart,gender/age,equal_opportunity,logistic_regression,outliers,IQR,impute__mean_dummy,True,insignificant,positive
heart,gender/age,equal_opportunity,logistic_regression,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
heart,gender/age,equal_opportunity,logistic_regression,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
heart,gender/age,equal_opportunity,logistic_regression,outliers,IF,impute__mean_dummy,True,insignificant,positive
heart,gender/age,equal_opportunity,logistic_regression,outliers,IF,impute__mode_dummy,True,insignificant,positive
heart,gender/age,equal_opportunity,logistic_regression,outliers,IF,impute__median_dummy,True,insignificant,positive
german,age/sex,equal_opportunity,logistic_regression,outliers,SD,impute__mean_dummy,True,insignificant,positive
german,age/sex,equal_opportunity,logistic_regression,outliers,SD,impute__mode_dummy,True,insignificant,positive
german,age/sex,equal_opportunity,logistic_regression,outliers,SD,impute__median_dummy,True,insignificant,positive
german,age/sex,equal_opportunity,logistic_regression,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,logistic_regression,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,logistic_regression,outliers,IQR,impute__median_dummy,True,negative,insignificant
german,age/sex,equal_opportunity,logistic_regression,outliers,IF,impute__mean_dummy,True,positive,positive
german,age/sex,equal_opportunity,logistic_regression,outliers,IF,impute__mode_dummy,True,insignificant,positive
german,age/sex,equal_opportunity,logistic_regression,outliers,IF,impute__median_dummy,True,insignificant,positive
german,age/foreign_worker,equal_opportunity,logistic_regression,outliers,SD,impute__mean_dummy,True,insignificant,positive
german,age/foreign_worker,equal_opportunity,logistic_regression,outliers,SD,impute__mode_dummy,True,insignificant,positive
german,age/foreign_worker,equal_opportunity,logistic_regression,outliers,SD,impute__median_dummy,True,insignificant,positive
german,age/foreign_worker,equal_opportunity,logistic_regression,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,logistic_regression,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,logistic_regression,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,logistic_regression,outliers,IF,impute__mean_dummy,True,insignificant,positive
german,age/foreign_worker,equal_opportunity,logistic_regression,outliers,IF,impute__mode_dummy,True,insignificant,positive
german,age/foreign_worker,equal_opportunity,logistic_regression,outliers,IF,impute__median_dummy,True,insignificant,positive
german,sex/foreign_worker,equal_opportunity,logistic_regression,outliers,SD,impute__mean_dummy,True,insignificant,positive
german,sex/foreign_worker,equal_opportunity,logistic_regression,outliers,SD,impute__mode_dummy,True,negative,positive
german,sex/foreign_worker,equal_opportunity,logistic_regression,outliers,SD,impute__median_dummy,True,insignificant,positive
german,sex/foreign_worker,equal_opportunity,logistic_regression,outliers,IQR,impute__mean_dummy,True,negative,insignificant
german,sex/foreign_worker,equal_opportunity,logistic_regression,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,logistic_regression,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,logistic_regression,outliers,IF,impute__mean_dummy,True,insignificant,positive
german,sex/foreign_worker,equal_opportunity,logistic_regression,outliers,IF,impute__mode_dummy,True,negative,positive
german,sex/foreign_worker,equal_opportunity,logistic_regression,outliers,IF,impute__median_dummy,True,insignificant,positive
adult,sex/race,equal_opportunity,knn_classification,outliers,SD,impute__mean_dummy,True,insignificant,positive
adult,sex/race,equal_opportunity,knn_classification,outliers,SD,impute__mode_dummy,True,insignificant,positive
adult,sex/race,equal_opportunity,knn_classification,outliers,SD,impute__median_dummy,True,insignificant,positive
adult,sex/race,equal_opportunity,knn_classification,outliers,IQR,impute__mean_dummy,True,negative,positive
adult,sex/race,equal_opportunity,knn_classification,outliers,IQR,impute__mode_dummy,True,negative,insignificant
adult,sex/race,equal_opportunity,knn_classification,outliers,IQR,impute__median_dummy,True,negative,positive
adult,sex/race,equal_opportunity,knn_classification,outliers,IF,impute__mean_dummy,True,negative,positive
adult,sex/race,equal_opportunity,knn_classification,outliers,IF,impute__mode_dummy,True,insignificant,positive
adult,sex/race,equal_opportunity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,knn_classification,outliers,SD,impute__mean_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,knn_classification,outliers,SD,impute__mode_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,knn_classification,outliers,SD,impute__median_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
folktables,sex/rac1p,equal_opportunity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
folktables,sex/rac1p,equal_opportunity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
folktables,sex/rac1p,equal_opportunity,knn_classification,outliers,IF,impute__mean_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,knn_classification,outliers,IF,impute__mode_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,positive
heart,gender/age,equal_opportunity,knn_classification,outliers,SD,impute__mean_dummy,True,negative,positive
heart,gender/age,equal_opportunity,knn_classification,outliers,SD,impute__mode_dummy,True,negative,positive
heart,gender/age,equal_opportunity,knn_classification,outliers,SD,impute__median_dummy,True,negative,positive
heart,gender/age,equal_opportunity,knn_classification,outliers,IQR,impute__mean_dummy,True,negative,positive
heart,gender/age,equal_opportunity,knn_classification,outliers,IQR,impute__mode_dummy,True,negative,positive
heart,gender/age,equal_opportunity,knn_classification,outliers,IQR,impute__median_dummy,True,negative,positive
heart,gender/age,equal_opportunity,knn_classification,outliers,IF,impute__mean_dummy,True,insignificant,positive
heart,gender/age,equal_opportunity,knn_classification,outliers,IF,impute__mode_dummy,True,insignificant,positive
heart,gender/age,equal_opportunity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,positive
german,age/sex,equal_opportunity,knn_classification,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,knn_classification,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,knn_classification,outliers,SD,impute__median_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,negative
german,age/sex,equal_opportunity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,knn_classification,outliers,IF,impute__mean_dummy,True,insignificant,positive
german,age/sex,equal_opportunity,knn_classification,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,positive
german,age/foreign_worker,equal_opportunity,knn_classification,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,knn_classification,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,knn_classification,outliers,SD,impute__median_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,negative
german,age/foreign_worker,equal_opportunity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,knn_classification,outliers,IF,impute__mean_dummy,True,insignificant,positive
german,age/foreign_worker,equal_opportunity,knn_classification,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,positive
german,sex/foreign_worker,equal_opportunity,knn_classification,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,knn_classification,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,knn_classification,outliers,SD,impute__median_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,negative
german,sex/foreign_worker,equal_opportunity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,knn_classification,outliers,IF,impute__mean_dummy,True,insignificant,positive
german,sex/foreign_worker,equal_opportunity,knn_classification,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,positive
adult,sex/race,equal_opportunity,XGBoost,outliers,SD,impute__mean_dummy,True,positive,positive
adult,sex/race,equal_opportunity,XGBoost,outliers,SD,impute__mode_dummy,True,positive,positive
adult,sex/race,equal_opportunity,XGBoost,outliers,SD,impute__median_dummy,True,positive,positive
adult,sex/race,equal_opportunity,XGBoost,outliers,IQR,impute__mean_dummy,True,negative,positive
adult,sex/race,equal_opportunity,XGBoost,outliers,IQR,impute__mode_dummy,True,negative,positive
adult,sex/race,equal_opportunity,XGBoost,outliers,IQR,impute__median_dummy,True,negative,positive
adult,sex/race,equal_opportunity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,positive
adult,sex/race,equal_opportunity,XGBoost,outliers,IF,impute__mode_dummy,True,positive,positive
adult,sex/race,equal_opportunity,XGBoost,outliers,IF,impute__median_dummy,True,positive,positive
folktables,sex/rac1p,equal_opportunity,XGBoost,outliers,SD,impute__mean_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,XGBoost,outliers,SD,impute__mode_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,XGBoost,outliers,IQR,impute__mode_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,XGBoost,outliers,IQR,impute__median_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,XGBoost,outliers,IF,impute__mode_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,XGBoost,outliers,IF,impute__median_dummy,True,insignificant,positive
heart,gender/age,equal_opportunity,XGBoost,outliers,SD,impute__mean_dummy,True,insignificant,positive
heart,gender/age,equal_opportunity,XGBoost,outliers,SD,impute__mode_dummy,True,negative,positive
heart,gender/age,equal_opportunity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,positive
heart,gender/age,equal_opportunity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,negative
heart,gender/age,equal_opportunity,XGBoost,outliers,IQR,impute__mode_dummy,True,insignificant,negative
heart,gender/age,equal_opportunity,XGBoost,outliers,IQR,impute__median_dummy,True,insignificant,negative
heart,gender/age,equal_opportunity,XGBoost,outliers,IF,impute__mean_dummy,True,positive,positive
heart,gender/age,equal_opportunity,XGBoost,outliers,IF,impute__mode_dummy,True,insignificant,positive
heart,gender/age,equal_opportunity,XGBoost,outliers,IF,impute__median_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,XGBoost,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,XGBoost,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,XGBoost,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,XGBoost,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,positive
german,age/sex,equal_opportunity,XGBoost,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,XGBoost,outliers,IF,impute__median_dummy,True,positive,positive
german,age/foreign_worker,equal_opportunity,XGBoost,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,XGBoost,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,XGBoost,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,XGBoost,outliers,IQR,impute__median_dummy,True,negative,insignificant
german,age/foreign_worker,equal_opportunity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,positive
german,age/foreign_worker,equal_opportunity,XGBoost,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
german,age/foreign_worker,equal_opportunity,XGBoost,outliers,IF,impute__median_dummy,True,positive,positive
german,sex/foreign_worker,equal_opportunity,XGBoost,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,XGBoost,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,XGBoost,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,XGBoost,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
german,sex/foreign_worker,equal_opportunity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,positive
german,sex/foreign_worker,equal_opportunity,XGBoost,outliers,IF,impute__mode_dummy,True,negative,insignificant
german,sex/foreign_worker,equal_opportunity,XGBoost,outliers,IF,impute__median_dummy,True,insignificant,positive
adult,sex/race,equal_opportunity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,positive
adult,sex/race,equal_opportunity,logistic_regression,missing_values,,impute_mean_dummy,True,insignificant,positive
adult,sex/race,equal_opportunity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,positive
adult,sex/race,equal_opportunity,logistic_regression,missing_values,,impute_median_dummy,True,insignificant,positive
adult,sex/race,equal_opportunity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,positive
adult,sex/race,equal_opportunity,logistic_regression,missing_values,,impute_mode_dummy,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,logistic_regression,missing_values,,impute_mean_dummy,True,negative,negative
folktables,sex/rac1p,equal_opportunity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,logistic_regression,missing_values,,impute_median_dummy,True,negative,negative
folktables,sex/rac1p,equal_opportunity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,positive
folktables,sex/rac1p,equal_opportunity,logistic_regression,missing_values,,impute_mode_dummy,True,negative,negative
german,age/sex,equal_opportunity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,insignificant
german,age/sex,equal_opportunity,logistic_regression,missing_values,,impute_mean_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,insignificant
german,age/sex,equal_opportunity,logistic_regression,missing_values,,impute_median_dummy,True,insignificant,insignificant
german,age/sex,equal_opportunity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,insignificant
german,age/sex,equal_opportunity,logistic_regression,missing_values,,impute_mode_dummy,True,insignificant,insignificant
